ts,window,action,side,shares,vwap,fee,cash,reason,impulse,skew_up_mid,skew_down_mid,age_s
1789402984,1789402800,BUY,Up,58.21,0.853,0.511,949.83,impulse +116.9 skew agrees,116.95,0.845,0.155,183
